City,Pickup Location,Drop Location,Distance (km),Vehicle Type,Estimated Duration (min),Pickup Latitude,Pickup Longitude,Drop Latitude,Drop Longitude,Pickup Area Type,Drop Area Type,Weather Condition,Temperature Level,Rainfall Intensity,Traffic Level,Road Type,Number of Stops Added,Time Slot,Day Type,Holiday,Busy Day,Trip Date,Fare (Target)
Chennai,Adyar,Anna University,140.7,Sedan,397.5,13.0064,80.2565,13.0108,80.2353,Residential,College,Cloudy,Pleasant,,Moderate,City Road,1.0,Night,Weekday,No,Normal,9/15/2025,1968
Mumbai,Kokilaben Hospital Andheri,Thane,24.08,SUV,28.3,19.13,72.83,19.2183,72.9781,Hospital,Residential,Cloudy,Warm,,High,Highway,0.0,Evening Rush,Weekend,Yes,Normal,9/7/2025,938
Bangalore,Manipal Hospital Old Airport Road,Indiranagar,387.67,Mini,1990.1,12.9583,77.6408,12.9719,77.6412,Hospital,Residential,Clear,Pleasant,,Severe,City Road,0.0,Morning Rush,Weekend,Yes,Normal,5/3/2025,5048
Delhi,DLF Mall of India Noida,Vasant Kunj,353.63,Sedan,347.6,28.5679,77.326,28.52,77.159,Mall,Residential,Cloudy,Pleasant,,Moderate,Highway,0.0,Morning Rush,Weekday,No,Normal,1/6/2025,5073
Mumbai,Thane (nearby),St. Xavier's College (nearby),371.17,SUV,322.4,19.214,72.966,,72.8319,Residential,College,Clear,Warm,,High,Expressway,0.0,Morning,Weekday,Yes,Public Holiday,4/15/2025,6102
Chennai,Pondicherry City Centre,Tidel Park,397.97,SUV,315.9,11.9416,79.8083,12.9889,80.2437,Residential,IT Park,Cloudy,Warm,,Moderate,Expressway,0.0,Evening Rush,Weekday,Yes,Public Holiday,7/30/2025,7207
Chennai,Phoenix Marketcity Chennai,Adyar,70.38,Black,167.3,12.9909,80.2183,13.0064,80.2565,Mall,Residential,Clear,Hot,,Moderate,City Road,0.0,Midday,Weekend,Yes,Normal,2/16/2025,2279
Chennai,Koyambedu (CMBT) Bus Stand,Anna Nagar,159.1,Auto,151.2,13.07,80.1959,13.085,80.2101,Bus Stand,Residential,Cloudy,Cold,,Moderate,Highway,0.0,Evening Rush,Weekday,Yes,Normal,7/25/2025,2056
Delhi -> Agra,"Kashmere Gate ISBT, Delhi","Taj Mahal Area, Agra",303.54,XL,224.3,28.6675,77.2273,27.1751,78.0421,Commercial,Residential,Storm,Cold,Heavy,Moderate,Expressway,0.0,Evening,Weekday,Yes,Public Holiday,3/5/2025,6498
Pune,Sassoon General Hospital,Pune Airport (Lohegaon),278.71,Sedan,555.2,18.5195,73.8664,18.5793,73.9089,Hospital,Airport,Clear,Hot,,Low,City Road,0.0,Midday,Weekday,Yes,Major Event,3/21/2025,4143
Hyderabad,Charminar,Apollo Hospital Jubilee Hills,62.4,Auto,123.5,17.3616,78.4747,17.4272,78.4076,Commercial,Hospital,Clear,Warm,,Low,City Road,1.0,Midday,Weekday,No,Normal,2/28/2025,776
Chennai,Velachery,Anna University,326.52,Mini,293.1,12.9791,80.2211,13.0108,80.2353,Residential,College,Clear,Pleasant,,Moderate,Highway,3.0,Night,Weekday,Yes,Normal,7/16/2025,4108
Delhi,Karol Bagh (nearby),Delhi University North Campus (nearby),90.55,Sedan,65.1,28.6385,77.2021,28.6738,77.2213,Residential,College,Clear,Pleasant,,Low,Expressway,1.0,Evening Rush,Weekend,No,Normal,5/17/2025,1520
Pune,Shivajinagar Railway Station,Koregaon Park,90.3,Sedan,301.8,18.5308,73.8475,18.5362,73.8938,Railway Station,Residential,Clear,Cold,,High,City Road,1.0,Night,Weekday,No,Normal,5/27/2025,1344
Chennai,Tidel Park,Velachery,215.25,Mini,413.5,12.9889,80.2437,12.9791,80.2211,IT Park,Residential,Clear,Pleasant,,Low,City Road,0.0,Midday,Weekday,Yes,Major Event,5/15/2025,2938
Chennai,T Nagar,Koyambedu (CMBT) Bus Stand (nearby),237.58,Black,591.7,13.0418,80.2341,13.0764,80.1995,Commercial,Bus Stand,Clear,Hot,,Moderate,City Road,0.0,Morning Rush,Weekday,Yes,Normal,2/12/2025,7646
Delhi,Dwarka Sector 21 Metro,Cyber City Gurgaon,232.45,Auto,645.3,28.5522,77.0585,28.4949,77.0891,Metro Station,IT Park,Storm,Warm,Heavy,Moderate,City Road,0.0,Midday,Weekday,No,Normal,4/15/2025,2679
Delhi,Cyber City Gurgaon,Cyber City Gurgaon (nearby),37.5,Black,105.0,28.4949,77.0891,28.5023,77.0868,IT Park,IT Park,Clear,Very Hot,,Moderate,City Road,2.0,Midday,Weekend,Yes,Normal,11/29/2025,1457
Mumbai,Lower Parel (nearby),Borivali (nearby),351.11,Premium,315.0,19.0089,72.8337,19.2348,72.844,Commercial,Residential,Cloudy,Pleasant,,Low,Highway,1.0,Midday,Weekend,Yes,Normal,7/19/2025,7753
Pune,Hinjewadi IT Park Phase 2,Shivajinagar Bus Stand,106.97,Bike,276.3,18.585,73.7307,18.5312,73.8494,IT Park,Bus Stand,Clear,Cold,,Moderate,City Road,0.0,Night,Weekday,No,Normal,4/11/2025,1057
Pune,Vanaz Metro Station,Ruby Hall Clinic,52.68,SUV,51.7,18.5023,73.8074,18.5362,73.8785,Metro Station,Hospital,Cloudy,Cold,,Low,Highway,0.0,Midday,Weekday,No,Major Event,10/15/2025,1313
Bangalore,Silk Board Junction,Orion Mall,355.61,Sedan,1173.6,12.9172,77.6228,13.0108,77.5551,Commercial,Mall,Storm,Warm,Moderate,High,City Road,2.0,Late Night,Weekday,Yes,Major Event,11/26/2025,5314
Pune,Viman Nagar (nearby),Koregaon Park,382.3,SUV,355.9,18.5672,73.9114,18.5362,73.8938,Residential,Residential,Rain,Pleasant,Heavy,Moderate,Highway,4.0,Late Night,Weekend,Yes,Public Holiday,6/22/2025,7403
Pune,Seasons Mall Magarpatta,Phoenix Marketcity Mall,344.99,XL,613.9,18.5155,73.9294,18.561,73.9169,Mall,,Cloudy,Pleasant,,Moderate,Rural Road,0.0,Late Night,Weekday,No,Normal,7/31/2025,6182
Hyderabad,HITEC City (nearby),Kukatpally,324.0,Auto,638.0,17.4452,78.395,17.4849,78.4138,IT Park,Residential,Clear,Warm,,Low,City Road,0.0,Midday,Weekday,No,Normal,4/28/2025,3483
Mumbai -> Pune,Shivajinagar Railway Station,Sassoon General Hospital,262.44,XL,1346.2,18.5308,73.8475,18.5195,73.8664,Railway Station,Hospital,Fog,Cold,,Severe,City Road,0.0,Morning Rush,Weekend,No,Normal,10/11/2025,5173
Pune,Kalyani Nagar,Hinjewadi IT Park Phase 2,220.79,Sedan,499.9,18.5474,73.9013,18.585,73.7307,Residential,IT Park,Clear,Cold,,Low,City Road,1.0,Late Night,Weekend,Yes,Normal,6/22/2025,3069
Pune,Phoenix Marketcity Mall (nearby),Shivajinagar Railway Station (nearby),35.71,Auto,29.5,18.5544,73.9268,18.5176,73.8609,Mall,Railway Station,Fog,Pleasant,,High,Expressway,2.0,Morning Rush,Weekday,No,Normal,3/11/2025,843
Pune,Sassoon General Hospital,Camp (Pune Camp),163.97,XL,846.4,18.5195,73.8664,18.5122,73.8804,Hospital,Commercial,Clear,Pleasant,,Severe,City Road,1.0,Evening Rush,Weekday,Yes,Festival,9/22/2025,3443
Pune,Wakad,Savitribai Phule Pune University,149.7,Premium,567.3,18.598,73.7629,,73.8256,Residential,College,Clear,Warm,,High,City Road,0.0,Morning Rush,Weekend,No,Normal,7/20/2025,3769
Hyderabad,Secunderabad Railway Station,Gachibowli IT Park (nearby),104.64,Bike,251.1,17.4344,78.5017,17.4298,78.3343,Railway Station,IT Park,Clear,Hot,,Moderate,City Road,2.0,Morning Rush,Weekday,Yes,Normal,6/26/2025,1298
Hyderabad,Banjara Hills,Charminar,289.64,Auto,1436.7,17.4156,78.4347,17.3616,78.4747,Residential,Commercial,Clear,Pleasant,,Severe,City Road,1.0,Morning Rush,Weekday,Yes,Normal,7/29/2025,3182
Pune -> Mumbai,Colaba,Malad,198.85,Auto,198.2,18.9067,72.8147,19.1875,72.8489,Commercial,Residential,Clear,Warm,,Moderate,Highway,0.0,Midday,Weekday,No,Normal,8/18/2025,2039
Mumbai,Mumbai Central Bus Depot,Colaba,33.34,Premium,71.6,18.972,72.8194,18.9067,72.8147,Bus Stand,Commercial,Clear,Cold,,Low,City Road,1.0,Late Night,Weekday,No,Normal,8/21/2025,907
Bangalore,Silk Board Junction,Koramangala 1st Block,88.85,Bike,170.2,12.9172,77.6228,12.928,77.622,Commercial,Residential,Cloudy,Warm,,Low,City Road,0.0,Evening Rush,Weekend,No,Normal,3/15/2025,1014
Chennai,Chennai International Airport (nearby),Adyar (nearby),273.62,Sedan,291.7,12.9908,80.1721,12.9972,80.2453,Airport,Residential,Rain,Pleasant,Light,High,Highway,1.0,Midday,Weekend,Yes,Normal,2/9/2025,4267
Pune,Hadapsar,Shivajinagar Bus Stand,31.38,Mini,31.8,18.5089,73.926,18.5312,73.8494,Commercial,Bus Stand,Fog,Pleasant,,Moderate,Highway,1.0,Evening Rush,Weekday,Yes,Normal,4/4/2025,809
Hyderabad,MGBS Bus Station,Inorbit Mall HITEC City,340.63,SUV,384.0,17.3753,78.4936,17.4344,78.3821,Bus Stand,Mall,Cloudy,Hot,,High,Highway,3.0,Midday,Weekday,Yes,Major Event,12/22/2025,6240
Pune,Swargate Bus Stand,Pimpri,198.56,Bike,200.6,18.501,73.8607,18.6298,73.7997,Bus Stand,Commercial,Clear,Cold,,Moderate,Highway,0.0,Morning,Weekend,Yes,Normal,2/8/2025,1735
Bangalore,Marathahalli (nearby),Manipal Hospital Old Airport Road,192.75,Mini,225.5,12.9624,77.7007,12.9583,77.6408,Commercial,Hospital,Rain,Pleasant,Light,Severe,Highway,2.0,Late Night,Weekend,Yes,Major Event,11/2/2025,3269
Delhi,Noida Sector 62 IT Park,Kashmere Gate ISBT,237.37,Auto,215.6,28.627,77.372,28.6675,77.2273,IT Park,Bus Stand,Clear,Pleasant,,Moderate,Highway,1.0,Morning Rush,Weekday,No,Normal,12/3/2025,2896
Pune -> Mumbai,"Hinjewadi IT Park Phase 2, Pune","Chhatrapati Shivaji Airport, Mumbai",330.05,Bike,284.8,18.585,73.7307,19.0896,72.8656,Commercial,Airport,Cloudy,Warm,,Severe,Expressway,0.0,Evening,,No,Normal,12/30/2025,3137
Pune,Kalyani Nagar,Swargate Bus Stand,139.78,Bike,454.6,18.5474,73.9013,18.501,73.8607,Residential,Bus Stand,Clear,Warm,,High,City Road,0.0,Evening Rush,Weekend,Yes,Normal,10/4/2025,1638
Bangalore,Marathahalli,RV College of Engineering,271.53,Mini,206.3,12.9569,77.7011,12.9237,77.4989,Commercial,College,Clear,Pleasant,,Low,Expressway,0.0,Late Night,Weekday,No,Normal,1/8/2025,3398
Hyderabad,Jubilee Hills,Banjara Hills,226.73,SUV,473.9,17.4326,,17.4156,78.4347,Residential,Residential,Cloudy,Pleasant,,Low,City Road,1.0,Late Night,Weekday,No,Normal,5/5/2025,4076
Delhi,Cyber City Gurgaon (nearby),Vasant Kunj,107.54,Auto,72.7,28.4876,77.0925,28.52,77.159,IT Park,Residential,Clear,Hot,,Low,Expressway,0.0,Midday,Weekday,No,Normal,11/25/2025,1269
Hyderabad,Gachibowli IT Park,Ameerpet Metro Station,351.57,Sedan,258.6,17.4401,78.3489,17.4374,78.4487,IT Park,Metro Station,Rain,Cold,Heavy,Low,Expressway,2.0,Night,Weekday,Yes,Normal,8/21/2025,5058
Bangalore,Narayana Health City,Phoenix Marketcity Whitefield,319.17,SUV,239.3,12.8107,77.6858,12.9974,77.6963,Hospital,Mall,Rain,Pleasant,Heavy,Moderate,Expressway,0.0,Late Night,Weekend,Yes,Normal,8/16/2025,5578
Chennai,AG-DMS Metro Station,Adyar (nearby),263.72,Bike,667.2,13.0475,80.2437,12.9972,80.2453,Metro Station,Residential,Cloudy,Cold,,Moderate,City Road,2.0,Morning,Weekend,Yes,Normal,1/26/2025,2329
Mumbai,Infiniti Mall Malad,Lilavati Hospital Bandra (nearby),340.38,Auto,324.5,19.1759,72.8397,19.0498,72.8235,Mall,Hospital,Cloudy,Pleasant,,Low,Highway,3.0,Midday,Weekend,No,Major Event,7/5/2025,3959
Bangalore,Electronic City,Tumkur City Centre,347.05,Sedan,259.9,12.8452,77.6602,13.3379,77.1173,IT Park,Residential,Clear,Pleasant,,Low,Expressway,,Late Night,Weekday,Yes,Normal,7/9/2025,4635
Delhi,Karol Bagh (nearby),Cyber City Gurgaon,283.64,Sedan,769.1,28.6385,77.2021,28.4949,77.0891,Residential,IT Park,Clear,Pleasant,,Moderate,City Road,0.0,Night,Weekday,No,Normal,6/2/2025,3728
Hyderabad,Ameerpet (nearby),MGBS Bus Station,334.97,Bike,642.7,17.4472,78.434,17.3753,78.4936,Commercial,Bus Stand,Clear,Hot,,Low,City Road,2.0,Late Night,Weekday,Yes,Festival,5/8/2025,3149
Bangalore,Jayanagar,Byappanahalli Metro Station,279.29,Sedan,636.3,12.925,77.5938,12.9915,77.6376,Residential,Metro Station,Cloudy,Pleasant,,High,Rural Road,4.0,Morning Rush,Weekday,Yes,Normal,7/30/2025,4007
Bangalore,Kempegowda Bus Station (Majestic),RV College of Engineering,272.38,Auto,1001.1,12.9767,77.5713,12.9237,77.4989,Bus Stand,College,Cloudy,Warm,,High,City Road,1.0,Midday,Weekend,Yes,Normal,10/5/2025,3102
Pune,Phoenix Marketcity Mall,Baner,247.83,Mini,605.5,18.561,73.9169,18.5596,73.7768,Mall,Residential,Clear,Pleasant,,Moderate,City Road,0.0,Midday,Weekday,No,Normal,2/17/2025,3033
Pune,Fergusson College,Pune Airport (Lohegaon),301.33,Bike,450.1,18.5236,73.838,18.5793,73.9089,,Airport,Heavy Rain,Cold,Moderate,Low,Rural Road,0.0,Midday,Weekend,Yes,Normal,2/9/2025,3005
Pune,Shivajinagar Bus Stand (nearby),Aundh,64.28,Sedan,181.0,18.533,73.8612,18.559,73.8077,Bus Stand,Residential,Heavy Rain,Cold,Heavy,Moderate,City Road,0.0,Evening Rush,Weekend,Yes,Normal,6/29/2025,1571
Mumbai,St. Xavier's College,Juhu,352.47,Sedan,672.5,18.9467,72.8296,19.1075,72.8263,College,Residential,Cloudy,Pleasant,,Low,City Road,1.0,Late Night,Weekday,No,Normal,8/14/2025,4871
Delhi,Alwar City Centre,Cyber City Gurgaon,348.87,Premium,329.1,27.553,76.6346,28.4949,77.0891,Residential,IT Park,Clear,Hot,,Low,Highway,2.0,Midday,Weekday,Yes,Normal,10/1/2025,8010
Hyderabad -> Warangal,Secunderabad Railway Station,Warangal City Centre,12.67,Auto,8.8,17.4344,78.5017,17.9689,79.5941,Commercial,Railway Station,Clear,Hot,,Low,Expressway,0.0,Night,Weekend,No,Normal,11/23/2025,367
Delhi,Indira Gandhi International Airport,Karol Bagh (nearby),330.5,Sedan,687.0,28.5562,77.1,28.6385,77.2021,Airport,Residential,Fog,Cold,,Low,City Road,1.0,Night,Weekday,Yes,Normal,8/5/2025,4956
Delhi,Alwar City Centre,Anand Vihar ISBT,52.42,Sedan,57.5,27.553,76.6346,28.6469,77.3152,Residential,Bus Stand,Clear,Very Hot,,Severe,Highway,0.0,Midday,Weekend,Yes,Normal,6/21/2025,1052
Pune,Hinjewadi IT Park Phase 2,Shivajinagar Bus Stand (nearby),134.71,XL,115.4,18.585,73.7307,18.533,73.8612,IT Park,Bus Stand,Fog,Pleasant,,High,Expressway,0.0,Morning Rush,Weekday,No,Normal,3/14/2025,2752
Chennai,Phoenix Marketcity Chennai,Apollo Hospital Greams Road,297.66,Bike,1014.0,12.9909,80.2183,13.0604,80.2496,Mall,Hospital,Cloudy,Warm,,High,City Road,2.0,Evening Rush,Weekday,Yes,Public Holiday,3/5/2025,3111
Mumbai,Worli (nearby),Mumbai Central Bus Depot,65.14,Sedan,59.1,19.032,72.805,18.972,72.8194,Residential,Bus Stand,Clear,Pleasant,,Low,Highway,0.0,Night,Weekend,Yes,Normal,11/15/2025,1068
Mumbai,St. Xavier's College,Virar,327.37,Sedan,253.8,18.9467,72.8296,19.455,72.8112,College,Residential,Heavy Rain,Hot,Moderate,Moderate,Expressway,1.0,Midday,Weekday,No,Normal,6/3/2025,4683
Hyderabad,Ameerpet Metro Station,Gachibowli IT Park,333.02,Mini,907.9,17.4374,78.4487,17.4401,78.3489,Metro Station,IT Park,Clear,Pleasant,,Moderate,City Road,1.0,Late Night,Weekday,No,Normal,7/8/2025,3613
Pune,Fergusson College,Shivajinagar Railway Station,203.48,Black,580.5,18.5236,73.838,18.5308,73.8475,College,Railway Station,Cloudy,Warm,,Moderate,City Road,5.0,Midday,Weekday,Yes,Normal,9/30/2025,5809
Delhi,Vasant Kunj,Dwarka Sector 21 Metro (nearby),3.55,Mini,3.2,28.52,77.159,28.5539,77.0629,Residential,Metro Station,Rain,Pleasant,Moderate,Low,Highway,0.0,Morning Rush,Weekday,Yes,Normal,12/23/2025,606
Bangalore,Manyata Tech Park (nearby),Electronic City (nearby),115.53,XL,102.0,13.0371,77.6323,12.8593,77.6646,IT Park,IT Park,Clear,Pleasant,,Low,Highway,4.0,Late Night,Weekday,Yes,Normal,2/28/2025,2349
Mumbai,Powai Tech Park,Powai Tech Park (nearby),247.15,Pool,216.9,19.1176,72.906,19.1233,72.9038,IT Park,IT Park,Clear,Pleasant,,High,Expressway,2.0,Evening Rush,Weekday,Yes,Normal,9/25/2025,2332
Pune,Pune Railway Station,Ruby Hall Clinic,392.49,Bike,302.3,18.5285,73.8744,18.5362,73.8785,Railway Station,Hospital,Cloudy,Pleasant,,Moderate,Expressway,0.0,Late Night,Weekend,No,Normal,11/22/2025,3673
Chennai,Adyar (nearby),Express Avenue Mall,253.09,Bike,219.0,12.9972,80.2453,13.0594,80.2599,Residential,Mall,Clear,Warm,,Low,Highway,0.0,Morning Rush,Weekday,No,Normal,3/4/2025,2248
Pune,Fergusson College,Phoenix Marketcity Mall,104.66,Auto,510.4,18.5236,73.838,18.561,73.9169,College,Mall,Clear,Pleasant,,Severe,City Road,0.0,Midday,Weekday,No,Normal,6/17/2025,1337
Pune,Civil Court Metro Station,Phoenix Marketcity Mall (nearby),253.97,SUV,710.2,18.53,73.856,18.5544,73.9268,Metro Station,Mall,Rain,Pleasant,Heavy,Moderate,City Road,0.0,Midday,Weekday,Yes,Normal,12/25/2025,4402
Chennai,Koyambedu (CMBT) Bus Stand,Phoenix Marketcity Chennai (nearby),216.45,Mini,207.5,13.07,80.1959,12.9994,80.2172,Bus Stand,Mall,Clear,Hot,,Moderate,Highway,0.0,Midday,Weekend,Yes,Normal,12/13/2025,2606
Delhi,Saket (nearby),Rajiv Chowk Metro Station,312.16,Mini,289.5,28.5189,77.1967,28.6328,77.2197,Residential,Metro Station,Cloudy,Pleasant,,Low,Highway,0.0,Morning,Weekday,No,Normal,7/16/2025,3402
Pune,Hinjewadi IT Park Phase 1,Pimpri,43.69,Bike,228.1,18.5913,73.7389,18.6298,73.7997,IT Park,Commercial,Clear,Pleasant,,Severe,City Road,1.0,Evening Rush,Weekend,Yes,Normal,2/16/2025,861
Mumbai,Chhatrapati Shivaji Maharaj Terminus (nearby),Powai Tech Park (nearby),304.65,Black,347.9,18.9296,72.8438,19.1233,72.9038,Railway Station,IT Park,Clear,Hot,,Severe,Highway,0.0,Midday,Weekday,Yes,Public Holiday,2/26/2025,9023
Mumbai,Dadar Railway Station,Virar,216.97,Mini,580.6,19.0186,72.844,19.455,72.8112,Railway Station,Residential,Clear,Pleasant,,Moderate,City Road,4.0,Late Night,Weekend,Yes,Normal,12/13/2025,2842
Bangalore,Marathahalli,Byappanahalli Metro Station,385.23,SUV,741.3,12.9569,77.7011,12.9915,77.6376,Commercial,Metro Station,Clear,Cold,,Low,City Road,1.0,Late Night,Weekend,Yes,Major Event,11/30/2025,7005
Chennai,Tidel Park (nearby),Koyambedu (CMBT) Bus Stand (nearby),137.41,Sedan,133.0,13.002,80.2548,13.0764,80.1995,IT Park,Bus Stand,Fog,Pleasant,,Moderate,Highway,0.0,Night,Weekend,Yes,Public Holiday,12/14/2025,2328
Delhi,Connaught Place,Alwar City Centre,253.42,SUV,179.0,28.6315,77.2167,27.553,76.6346,Commercial,Residential,Rain,Cold,Light,Low,Expressway,1.0,Morning,Weekend,Yes,Normal,3/2/2025,4632
Bangalore,Marathahalli,Koramangala 1st Block,372.88,Mini,773.5,12.9569,77.7011,12.928,77.622,Commercial,Residential,Cloudy,Cold,,Low,City Road,3.0,Evening Rush,Weekday,No,Normal,3/19/2025,4714
Chennai,AG-DMS Metro Station,Anna University (nearby),41.9,Go,92.2,13.0475,80.2437,13.0078,80.2391,Metro Station,College,Clear,Hot,,Low,City Road,0.0,Late Night,Weekday,No,Normal,6/23/2025,544
Bangalore,Mysore Palace Area,Byappanahalli Metro Station,374.95,SUV,392.1,12.2958,76.6394,12.9915,77.6376,Residential,Metro Station,Cloudy,Pleasant,,Moderate,Highway,1.0,Morning Rush,Weekday,No,Normal,1/24/2025,6255
Bangalore,Byappanahalli Metro Station,Orion Mall,275.47,Bike,1520.9,12.9915,77.6376,13.0108,77.5551,Metro Station,Mall,Clear,Hot,,Severe,City Road,2.0,Evening,Weekday,No,Normal,5/15/2025,2570
Chennai,Phoenix Marketcity Chennai,Apollo Hospital Greams Road,28.07,Sedan,17.9,12.9909,80.2183,13.0604,80.2496,Mall,Hospital,Rain,Cold,Heavy,Low,Expressway,1.0,Morning Rush,Weekday,Yes,Festival,8/12/2025,1257
Bangalore,Jayanagar,KSR Bangalore City Railway Station,121.08,Auto,138.1,12.925,77.5938,12.9767,77.5713,Residential,Railway Station,Rain,Cold,Light,Severe,Highway,0.0,Night,Weekday,No,Normal,11/21/2025,1623
Chennai,Phoenix Marketcity Chennai,Velachery,283.56,Bike,230.6,12.9909,80.2183,12.9791,80.2211,Mall,Residential,Fog,Pleasant,,High,Expressway,0.0,Morning Rush,Weekday,No,Normal,11/12/2025,2679
Pune,Pune Railway Station,Kothrud (nearby),27.87,Sedan,24.4,18.5285,73.8744,18.5008,73.8169,Railway Station,Residential,Clear,Warm,,High,Expressway,0.0,Midday,Weekend,,Normal,9/20/2025,639
Bangalore,Whitefield IT Park,Koramangala,233.29,Mini,269.6,12.9698,77.75,12.9352,77.6146,IT Park,Residential,Clear,Warm,,High,Highway,2.0,Evening Rush,Weekday,No,Normal,11/19/2025,2953
Delhi,Vasant Kunj (nearby),Rohini (nearby),139.01,Bike,111.1,28.5143,77.1618,28.7601,77.0537,Residential,Residential,Clear,Pleasant,,Moderate,Expressway,2.0,Evening Rush,Weekend,No,Normal,11/22/2025,1401
Chennai,AG-DMS Metro Station (nearby),Tidel Park (nearby),248.75,Bike,628.5,13.0569,80.2458,13.002,80.2548,Metro Station,,Clear,Warm,,Moderate,City Road,0.0,Evening,Weekday,No,Normal,7/23/2025,2248
Hyderabad -> Warangal,Secunderabad Railway Station,Warangal City Centre,19.25,Bike,13.3,17.4344,78.5017,17.9689,79.5941,Commercial,Railway Station,Fog,Pleasant,,Low,Expressway,3.0,Late Night,Weekday,No,Normal,3/3/2025,577
Pune,Pimpri,Vanaz Metro Station,348.74,Mini,280.1,18.6298,73.7997,18.5023,73.8074,Commercial,Metro Station,Cloudy,Very Hot,,High,Expressway,0.0,Midday,Weekday,No,Normal,5/1/2025,4164
Pune,Pune Airport (Lohegaon),Pune Railway Station (nearby),389.42,Black,273.0,18.5793,73.9089,18.5353,73.8681,Airport,Railway Station,Clear,Hot,,Moderate,Expressway,0.0,Evening Rush,Weekend,No,Normal,5/3/2025,11763
Bangalore,Malleswaram,HSR Layout,387.58,Go,317.7,13.0037,77.573,12.9116,77.6474,Residential,Residential,Clear,Cold,,Low,Highway,0.0,Late Night,Weekend,Yes,Normal,6/29/2025,4013
Delhi,Dwarka Sector 21 Metro (nearby),Rajiv Chowk Metro Station,300.11,Mini,353.7,28.5539,77.0629,28.6328,77.2197,Metro Station,Metro Station,Clear,Pleasant,,High,Highway,1.0,Night,Weekday,No,Normal,2/10/2025,3387
Mumbai,Dadar Railway Station (nearby),Andheri Metro Station,52.9,Auto,144.0,19.0258,72.8425,19.1197,72.8468,Railway Station,Metro Station,Clear,Warm,,Severe,Rural Road,4.0,Night,Weekday,No,Normal,11/3/2025,892
Bangalore,RV College of Engineering,Electronic City (nearby),303.55,Sedan,649.2,12.9237,77.4989,12.8593,77.6646,College,IT Park,Clear,Hot,,High,Rural Road,0.0,Night,Weekend,Yes,Normal,9/14/2025,4361
Bangalore,Hebbal (nearby),Koramangala 1st Block,10.81,Premium,8.0,13.0485,77.5839,12.928,77.622,Residential,Residential,Cloudy,Cold,,High,Expressway,2.0,Evening Rush,Weekday,Yes,Festival,9/4/2025,1046
Pune,Koregaon Park (nearby),Hinjewadi IT Park Phase 1,9.83,Mini,22.3,18.5221,73.8987,18.5913,73.7389,Residential,IT Park,Storm,Warm,Heavy,Low,City Road,0.0,Late Night,Weekend,Yes,Normal,6/21/2025,716
Mumbai,Chhatrapati Shivaji Maharaj Terminus,Borivali Bus Depot,130.12,Sedan,92.5,18.9398,72.8355,19.2298,72.857,Railway Station,Bus Stand,Rain,Pleasant,Heavy,Low,Expressway,0.0,Late Night,Weekday,Yes,Normal,9/26/2025,2544
Bangalore,Koramangala,Indiranagar,195.97,Mini,141.5,12.9352,77.6146,12.9719,77.6412,Residential,Residential,Clear,Warm,,Low,Expressway,1.0,Late Night,Weekend,Yes,Normal,11/23/2025,2507
Bangalore,MG Road Metro Station,Marathahalli,308.39,Bike,361.2,12.9757,77.608,12.9569,77.7011,Metro Station,Commercial,Fog,Pleasant,,High,Highway,0.0,Evening Rush,Weekend,Yes,Normal,2/22/2025,2944
Hyderabad,MGBS Bus Station,Ameerpet Metro Station,273.63,SUV,321.8,17.3753,78.4936,17.4374,78.4487,Bus Stand,Metro Station,Fog,Pleasant,,Severe,Highway,0.0,Evening Rush,Weekday,No,Normal,8/29/2025,4740
Bangalore,Christ University (nearby),Electronic City (nearby),178.92,Bike,480.5,12.9233,77.5945,12.8593,77.6646,College,IT Park,Clear,Pleasant,,Moderate,City Road,0.0,Midday,Weekday,Yes,Public Holiday,2/19/2025,1651
Mumbai -> Pune,Phoenix Marketcity Kurla,Shivajinagar Bus Stand,110.18,Sedan,90.5,19.0862,72.889,18.5312,73.8494,Mall,Bus Stand,Clear,Very Hot,,Low,Highway,2.0,Midday,Weekday,No,Normal,8/7/2025,1724
Bangalore,Hebbal,Hebbal (nearby),398.85,Sedan,787.6,13.0358,77.597,13.0485,77.5839,Residential,Residential,Cloudy,Warm,,Low,City Road,0.0,Morning Rush,Weekday,No,Normal,9/4/2025,5853
